id,parent_id,name,name_en,area
490109,4901,คำป่าหลาย,KHAM PA LAI,
490110,4901,คำอาฮวน,KHAM A HUAN,
490111,4901,ดงเย็น,DONG YEN,
490112,4901,ดงมอน,DONG MON,
490113,4901,กุดแข้,KUT KHAE,
490201,4902,นิคมคำสร้อย,NIKHOM KHAM SOI,
490202,4902,นากอก,NA KOK,
490203,4902,หนองแวง,NONG WAENG,
490204,4902,กกแดง,KOK DAENG,
490205,4902,นาอุดม,NA UDOM,
490206,4902,โชคชัย,CHOK CHAI,
490207,4902,ร่มเกล้า,ROM KLAO,
490301,4903,ดอนตาล,DON TAN,
490302,4903,โพธิ์ไทร,PHO SAI,
490303,4903,ป่าไร่,PA RAI,
490304,4903,เหล่าหมี,LAO MI,
490305,4903,บ้านบาก,BAN BAK,
490306,4903,นาสะเม็ง,NA SAMENG,
490307,4903,บ้านแก้ง,BAN KAENG,
490401,4904,ดงหลวง,DONG LUANG,
490402,4904,หนองบัว,NONG BUA,
490403,4904,กกตูม,KOK TUM,
490404,4904,หนองแคน,NONG KHAEN,
490405,4904,ชะโนดน้อย,CHANOT NOI,
490406,4904,พังแดง,PHANG DAENG,
490503,4905,บ้านซ่ง,BAN SONG,
490504,4905,คำชะอี,KHAM CHA-I,
490505,4905,หนองเอี่ยน,NONG IAN,
490506,4905,บ้านค้อ,BAN KHO,
490507,4905,บ้านเหล่า,BAN LAO,
490508,4905,โพนงาม,PHON NGAM,
490511,4905,เหล่าสร้างถ่อ,LAO SANG THO,
490512,4905,คำบก,KHAM BOK,
490514,4905,น้ำเที่ยง,NAM THIANG,
490601,4906,หว้านใหญ่,WAN YAI,
490602,4906,ป่งขาม,PONG KHAM,
490603,4906,บางทรายน้อย,BANG SAI NOI,
490604,4906,ชะโนด,CHANOT,
490605,4906,ดงหมู,DONG MU,
490701,4907,หนองสูง,NONG SUNG,
490702,4907,โนนยาง,NON YANG,
490703,4907,ภูวง,PHU WONG,
490704,4907,บ้านเป้า,BAN PAO,
490705,4907,หนองสูงใต้,NONG SUNG TAI,
490706,4907,หนองสูงเหนือ,NONG SUNG NUEA,
500101,5001,ศรีภูมิ,SI PHUM,
500102,5001,พระสิงห์,PHRA SING,
500103,5001,หายยา,HAI YA,
500104,5001,ช้างม่อย,CHANG MOI,
500105,5001,ช้างคลาน,CHANG KHLAN,
500106,5001,วัดเกต,WAT KET,
500107,5001,ช้างเผือก,CHANG PHUEAK,
500108,5001,สุเทพ,SUTHEP,
500109,5001,แม่เหียะ,MAE HIA,
500110,5001,ป่าแดด,PA DAET,
500111,5001,หนองหอย,NONG HOI,
500112,5001,ท่าศาลา,THA SALA,
500113,5001,หนองป่าครั่ง,NONG PA KHRANG,
500114,5001,ฟ้าฮ่าม,FA HAM,
500115,5001,ป่าตัน,PA TAN,
500116,5001,สันผีเสื้อ,SAN PHISUEA,
500203,5002,บ้านหลวง,BAN LUANG,
500204,5002,ข่วงเปา,KHUANG PAO,
500205,5002,สบเตี๊ยะ,SOP TIA,
500206,5002,บ้านแปะ,BAN PAE,
500207,5002,ดอยแก้ว,DOI KAEO,
500209,5002,แม่สอย,MAE SOI,
500301,5003,ช่างเคิ่ง,CHANG KHOENG,
500302,5003,ท่าผา,THA PHA,
500303,5003,บ้านทับ,BAN THAP,
500304,5003,แม่ศึก,MAE SUEK,
500305,5003,แม่นาจร,MAE NA CHON,
500306,5003,บ้านจันทร์,BAN CHAN,
500307,5003,ปางหินฝน,PANG HIN FON,
500308,5003,กองแขก,KONG KHAEK,
500309,5003,แม่แดด,MAE DAET,
500310,5003,แจ่มหลวง,CHAEM LUANG,
500401,5004,เชียงดาว,CHIANG DAO,
500402,5004,เมืองนะ,MUEANG NA,
500403,5004,เมืองงาย,MUEANG NGAI,
500404,5004,แม่นะ,MAE NA,
500405,5004,เมืองคอง,MUEANG KHONG,
500406,5004,ปิงโค้ง,PING KHONG,
500407,5004,ทุ่งข้าวพวง,THUNG KHAO PHUANG,
500501,5005,เชิงดอย,CHOENG DOI,
500502,5005,สันปูเลย,SAN PU LOEI,
500503,5005,ลวงเหนือ,LUANG NUEA,
500504,5005,ป่าป้อง,PA PONG,
500505,5005,สง่าบ้าน,SA-NGA BAN,
500506,5005,ป่าลาน,PA LAN,
500507,5005,ตลาดขวัญ,TALAT KHWAN,
500508,5005,สำราญราษฎร์,SAMRAN RAT,
500509,5005,แม่คือ,MAE KHUE,
500510,5005,ตลาดใหญ่,TALAT YAI,
500511,5005,แม่ฮ้อยเงิน,MAE HOI NGOEN,
500512,5005,แม่โป่ง,MAE PONG,
500513,5005,ป่าเมี่ยง,PA MIANG,
500514,5005,เทพเสด็จ,THEP SADET,
500601,5006,สันมหาพน,SAN MAHAPHON,
500602,5006,แม่แตง,MAE TAENG,
500603,5006,ขี้เหล็ก,KHI LEK,
500604,5006,ช่อแล,CHO LAE,
500605,5006,แม่หอพระ,MAE HO PHRA,
500606,5006,สบเปิง,SOP POENG,
500607,5006,บ้านเป้า,BAN PAO,
500608,5006,สันป่ายาง,SAN PA YANG,
500609,5006,ป่าแป๋,PA PAE,
500610,5006,เมืองก๋าย,MUEANG KAI,
500611,5006,บ้านช้าง,BAN CHANG,
500612,5006,กื้ดช้าง,KUET CHANG,
500613,5006,อินทขิล,INTHAKHIN,
500701,5007,ริมใต้,RIM TAI,
500702,5007,ริมเหนือ,RIM NUEA,
500703,5007,สันโป่ง,SAN PONG,
500704,5007,ขี้เหล็ก,KHI LEK,
500705,5007,สะลวง,SALUANG,
500706,5007,ห้วยทราย,HUAI SAI,
500707,5007,แม่แรม,MAE RAEM,
500708,5007,โป่งแยง,PONG YAENG,
500709,5007,แม่สา,MAE SA,
500710,5007,ดอนแก้ว,DON KAEO,
500711,5007,เหมืองแก้ว,MUEANG KAEO,
500801,5008,สะเมิงใต้,SAMOENG TAI,
500802,5008,สะเมิงเหนือ,SAMOENG NUEA,
500803,5008,แม่สาบ,MAE SAP,
500804,5008,บ่อแก้ว,BO KAEO,
500805,5008,ยั้งเมิน,YUNG MOEN,
500901,5009,เวียง,WIANG,
500903,5009,ม่อนปิ่น,MON PIN,
500904,5009,แม่งอน,MAE NGON,
500905,5009,แม่สูน,MAE SUN,
500906,5009,สันทราย,SAN SAI,
500910,5009,แม่คะ,MAE KHA,
500911,5009,แม่ข่า,MAE KHA,
500912,5009,โป่งน้ำร้อน,PONG NAM RON,
501001,5010,แม่อาย,MAE AI,
501002,5010,แม่สาว,MAE SAO,
501003,5010,สันต้นหมื้อ,SAN TON MUE,
501004,5010,แม่นาวาง,MAE NA WANG,
501005,5010,ท่าตอน,THA TON,
501006,5010,บ้านหลวง,BAN LUANG,
501007,5010,มะลิกา,MALIKA,
501101,5011,เวียง,WIANG,
501102,5011,ทุ่งหลวง,THUNG LUANG,
501103,5011,ป่าตุ้ม,PA TUM,
501104,5011,ป่าไหน่,PA NAI,
501105,5011,สันทราย,SAN SAI,
501106,5011,บ้านโป่ง,BAN PONG,
501107,5011,น้ำแพร่,NAM PHRAE,
501108,5011,เขื่อนผาก,KHUEAN PHAK,
501109,5011,แม่แวน,MAE WAEN,
501110,5011,แม่ปั๋ง,MAE PANG,
501111,5011,โหล่งขอด,LONG KHOT,
501201,5012,ยุหว่า,YU WA,
501202,5012,สันกลาง,SAN KLANG,
501203,5012,ท่าวังพร้าว,THA WANG PHRAO,
501204,5012,มะขามหลวง,MAKHAM LUANG,
501205,5012,แม่ก๊า,MAE KA,
501206,5012,บ้านแม,BAN MAE,
501207,5012,บ้านกลาง,BAN KLANG,
501208,5012,ทุ่งสะโตก,THUNG SATOK,
501210,5012,ทุ่งต้อม,THUNG TOM,
501214,5012,น้ำบ่อหลวง,NAM BO LUANG,
501215,5012,มะขุนหวาน,MAKHUN WAN,
501301,5013,สันกำแพง,SAN KAMPHAENG,
501302,5013,ทรายมูล,SAI MUN,
501303,5013,ร้องวัวแดง,RONG WUA DAENG,
501304,5013,บวกค้าง,BUAK KHANG,
501305,5013,แช่ช้าง,CHAE CHANG,
501306,5013,ออนใต้,ON TAI,
501310,5013,แม่ปูคา,MAE PU KHA,
501311,5013,ห้วยทราย,HUAI SAI,
501312,5013,ต้นเปา,TON PAO,
501313,5013,สันกลาง,SAN KLANG,
501401,5014,สันทรายหลวง,SAN SAI LUANG,
501402,5014,สันทรายน้อย,SAN SAI NOI,
501403,5014,สันพระเนตร,SAN PHRANET,
501404,5014,สันนาเม็ง,SAN NA MENG,
501405,5014,สันป่าเปา,SAN PA PAO,
501406,5014,หนองแหย่ง,NONG YAENG,
501407,5014,หนองจ๊อม,NONG CHOM,
501408,5014,หนองหาร,NONG HAN,
501409,5014,แม่แฝก,MAE FAEK,
501410,5014,แม่แฝกใหม่,MAE FAEK MAI,
501411,5014,เมืองเล็น,MUEANG LEN,
501412,5014,ป่าไผ่,PA PHAI,
501501,5015,หางดง,HANG DONG,
501502,5015,หนองแก๋ว,NONG KAEO,
501503,5015,หารแก้ว,HAN KAEO,
501504,5015,หนองตอง,NONG TONG,
501505,5015,ขุนคง,KHUN KHONG,
501506,5015,สบแม่ข่า,SOP MAE KHA,
501507,5015,บ้านแหวน,BAN WAEN,
501508,5015,สันผักหวาน,SAN PHAK WAN,
501509,5015,หนองควาย,NONG KHWAI,
501510,5015,บ้านปง,BAN PONG,
501511,5015,น้ำแพร่,NAM PHRAE,
501601,5016,หางดง,HANG DONG,
501602,5016,ฮอด,HOT,
501603,5016,บ้านตาล,BAN TAN,
501604,5016,บ่อหลวง,BO LUANG,
501605,5016,บ่อสลี,BO SALI,
501606,5016,นาคอเรือ,NA KHO RUEA,
501701,5017,ดอยเต่า,DOI TAO,
501702,5017,ท่าเดื่อ,THA DUEA,
501703,5017,มืดกา,MUET KA,
501704,5017,บ้านแอ่น,BAN AEN,
501705,5017,บงตัน,BONG TAN,
501706,5017,โปงทุ่ง,PONG THUNG,
501801,5018,อมก๋อย,OMKOI,
501802,5018,ยางเปียง,YANG PIANG,
501803,5018,แม่ตื่น,MAE TUEN,
501804,5018,ม่อนจอง,MON CHONG,
501805,5018,สบโขง,SOP KHONG,
501806,5018,นาเกียน,NA KIAN,
501901,5019,ยางเนิ้ง,YANG NOENG,
501902,5019,สารภี,SARAPHI,
501903,5019,ชมภู,CHOMPHU,
501904,5019,ไชยสถาน,CHAIYA SATHAN,
501905,5019,ขัวมุง,KHUA MUNG,
501906,5019,หนองแฝก,NONG FAEK,
501907,5019,หนองผึ้ง,NONG PHUENG,
501908,5019,ท่ากว้าง,THA KWANG,
501909,5019,ดอนแก้ว,DON KAEO,
501910,5019,ท่าวังตาล,THA WANG TAN,
501911,5019,สันทราย,SAN SAI,
501912,5019,ป่าบง,PA BONG,
502001,5020,เมืองแหง,MUEANG HAENG,
502002,5020,เปียงหลวง,PIANG LUANG,
502003,5020,แสนไห,SAEN HAI,
502101,5021,ปงตำ,PONG TAM,
502102,5021,ศรีดงเย็น,SI DONG YEN,
502103,5021,แม่ทะลบ,MAE THALOP,
502104,5021,หนองบัว,NONG BUA,
502201,5022,บ้านกาด,BAN KAT,
502202,5022,ทุ่งปี้,THUNG PI,
502203,5022,ทุ่งรวงทอง,THUNG RUANG THONG,
502204,5022,แม่วิน,MAE WIN,
502205,5022,ดอนเปา,DON PAO,
502301,5023,ออนเหนือ,ON NUEA,
502302,5023,ออนกลาง,ON KLANG,
502303,5023,บ้านสหกรณ์,BAN SAHAKON,
502304,5023,ห้วยแก้ว,HUAI KAEO,
502305,5023,แม่ทา,MAE THA,
502306,5023,ทาเหนือ,THA NUEA,
502401,5024,ดอยหล่อ,DOI LO,
502402,5024,สองแคว,SONG KHWAE,
502403,5024,ยางคราม,YANG KHRAM,
502404,5024,สันติสุข,SANTI SUK,
510101,5101,ในเมือง,NAI MUEANG,
510102,5101,เหมืองง่า,MUEANG NGA,
510103,5101,อุโมงค์,UMONG,
510104,5101,หนองช้างคืน,NONG CHANG KHUEN,
510105,5101,ประตูป่า,PRATU PA,
510106,5101,ริมปิง,RIM PING,
510107,5101,ต้นธง,TON THONG,
510108,5101,บ้านแป้น,BAN PAEN,
510109,5101,เหมืองจี้,MUEANG CHI,
510110,5101,ป่าสัก,PA SAK,
510111,5101,เวียงยอง,WIANG YONG,
510112,5101,บ้านกลาง,BAN KLANG,
510113,5101,มะเขือแจ้,MAKHUEA CHAE,
510116,5101,ศรีบัวบาน,SI BUA BAN,
510117,5101,หนองหนาม,NONG NAM,
510201,5102,ทาปลาดุก,THA PLA DUK,
510202,5102,ทาสบเส้า,THA SOPSAO,
510203,5102,ทากาศ,THA KAT,
510204,5102,ทาขุมเงิน,THA KHUM NGOEN,
510205,5102,ทาทุ่งหลวง,THA THUNG LUANG,
510206,5102,ทาแม่ลอบ,THA MAE LOP,
510301,5103,บ้านโฮ่ง,BAN HONG,
510302,5103,ป่าพลู,PA PHLU,
510303,5103,เหล่ายาว,LAO YAO,
510304,5103,ศรีเตี้ย,SI TIA,
510305,5103,หนองปลาสะวาย,NONG PLA SAWAI,
510401,5104,ลี้,LI,
510402,5104,แม่ตืน,MAE TUEN,
510403,5104,นาทราย,NA SAI,
510404,5104,ดงดำ,DONG DAM,
510405,5104,ก้อ,KO,
510406,5104,แม่ลาน,MAE LAN,
510408,5104,ป่าไผ่,PA PHAI,
510409,5104,ศรีวิชัย,SI WICHAI,
510501,5105,ทุ่งหัวช้าง,THUNG HUA CHANG,
510502,5105,บ้านปวง,BAN PUANG,
510503,5105,ตะเคียนปม,TAKHIAN POM,
510601,5106,ปากบ่อง,PAK BONG,
510602,5106,ป่าซาง,PA SANG,
510603,5106,แม่แรง,MAE RAENG,
510604,5106,ม่วงน้อย,MUANG NOI,
510605,5106,บ้านเรือน,BAN RUEAN,
510606,5106,มะกอก,MAKOK,
510607,5106,ท่าตุ้ม,THA TUM,
510608,5106,น้ำดิบ,NAM DIP,
510611,5106,นครเจดีย์,NAKHON CHEDI,
510701,5107,บ้านธิ,BAN THI,
510702,5107,ห้วยยาบ,HUAI YAP,
510801,5108,หนองล่อง,NONG LONG,
510802,5108,หนองยวง,NONG YUANG,
510803,5108,วังผาง,WANG PHANG,
520101,5201,เวียงเหนือ,WIANG NUEA,
520102,5201,หัวเวียง,HUA WIANG,
520103,5201,สวนดอก,SUAN DOK,
520104,5201,สบตุ๋ย,SOP TUI,
520105,5201,พระบาท,PHRABAT,
520106,5201,ชมพู,CHOMPHU,
520107,5201,กล้วยแพะ,KLUAI PHAE,
520108,5201,ปงแสนทอง,PONG SAEN THONG,
520109,5201,บ้านแลง,BAN LAENG,
520110,5201,บ้านเสด็จ,BAN SADET,
520111,5201,พิชัย,PHICHAI,
520112,5201,ทุ่งฝาย,THUNG FAI,
520113,5201,บ้านเอื้อม,BAN UEAM,
520114,5201,บ้านเป้า,BAN PAO,
520115,5201,บ้านค่า,BAN KHA,
520116,5201,บ่อแฮ้ว,BO HAEO,
520117,5201,ต้นธงชัย,TON THONG CHAI,
520118,5201,นิคมพัฒนา,NIKHOM PHATTHANA,
520119,5201,บุญนาคพัฒนา,BUNNAK PHATTHANA,
520201,5202,บ้านดง,BAN DONG,
520202,5202,นาสัก,NA SAK,
520203,5202,จางเหนือ,CHANG NUEA,
520204,5202,แม่เมาะ,MAE MO,
520205,5202,สบป้าด,SOP PAT,
520301,5203,ลำปางหลวง,LAMPANG LUANG,
520302,5203,นาแก้ว,NA KAEO,
520303,5203,ไหล่หิน,LAI HIN,
520304,5203,วังพร้าว,WANG PHRAO,
520305,5203,ศาลา,SALA,
520306,5203,เกาะคา,KO KHA,
520307,5203,นาแส่ง,NA SAENG,
520308,5203,ท่าผา,THA PHA,
520309,5203,ใหม่พัฒนา,MAI PHATTHANA,
520401,5204,ทุ่งงาม,THUNG NGAM,
520402,5204,เสริมขวา,SOEM KHWA,
520403,5204,เสริมซ้าย,SOEM SAI,
520404,5204,เสริมกลาง,SOEM KLANG,
520501,5205,หลวงเหนือ,LUANG NUEA,
520502,5205,หลวงใต้,LUANG TAI,
520503,5205,บ้านโป่ง,BAN PONG,
520504,5205,บ้านร้อง,BAN RONG,
520505,5205,ปงเตา,PONG TAO,
520506,5205,นาแก,NA KAE,
520507,5205,บ้านอ้อน,BAN ON,
520508,5205,บ้านแหง,BAN HAENG,
520509,5205,บ้านหวด,BAN HUAT,
520510,5205,แม่ตีบ,MAE TIP,
520601,5206,แจ้ห่ม,CHAE HOM,
520602,5206,บ้านสา,BAN SA,
520603,5206,ปงดอน,PONG DON,
520604,5206,แม่สุก,MAE SUK,
520605,5206,เมืองมาย,MUEANG MAI,
520606,5206,ทุ่งผึ้ง,THUNG PHUENG,
520607,5206,วิเชตนคร,WICHET NAKHON,
520701,5207,ทุ่งฮั้ว,THUNG HUA,
520702,5207,วังเหนือ,WANG NUEA,
520703,5207,วังใต้,WANG TAI,
520704,5207,ร่องเคาะ,RONG KHO,
520705,5207,วังทอง,WANG THONG,
520706,5207,วังซ้าย,WANG SAI,
520707,5207,วังแก้ว,WANG KAEO,
520708,5207,วังทรายคำ,WANG SAI THONG,
520801,5208,ล้อมแรด,LOM RAET,
520802,5208,แม่วะ,MAE WA,
520803,5208,แม่ปะ,MAE PA,
520804,5208,แม่มอก,MAE MOK,
520805,5208,เวียงมอก,WIANG MOK,
520806,5208,นาโป่ง,NA PONG,
520807,5208,แม่ถอด,MAE THOT,
520808,5208,เถินบุรี,THOEN BURI,
520901,5209,แม่พริก,MAE PHRIK,
520902,5209,ผาปัง,PHA PANG,
520903,5209,แม่ปุ,MAE PU,
520904,5209,พระบาทวังตวง,PHRABAT WANG TUANG,
521001,5210,แม่ทะ,MAE THA,
521002,5210,นาครัว,NA KHRUA,
521003,5210,ป่าตัน,PA TAN,
521004,5210,บ้านกิ่ว,BAN KIO,
521005,5210,บ้านบอม,BAN BOM,
521006,5210,น้ำโจ้,NAM CHO,
521007,5210,ดอนไฟ,DON FAI,
521008,5210,หัวเสือ,HUA SUEA,
521010,5210,วังเงิน,WANG NGOEN,
521011,5210,สันดอนแก้ว,SAN DON KAEO,
521101,5211,สบปราบ,SOP PRAP,
521102,5211,สมัย,SAMAI,
521103,5211,แม่กัวะ,MAE KUA,
521104,5211,นายาง,NA YANG,
521201,5212,ห้างฉัตร,HANG CHAT,
521202,5212,หนองหล่ม,NONG LOM,
521203,5212,เมืองยาว,MUEANG YAO,
521204,5212,ปงยางคก,PONG YANG KHOK,
521205,5212,เวียงตาล,WIANG TAN,
521206,5212,แม่สัน,MAE SAN,
521207,5212,วอแก้ว,WO KAEO,
521301,5213,เมืองปาน,MUEANG PAN,
521302,5213,บ้านขอ,BAN KHO,
521303,5213,ทุ่งกว๋าว,THUNG KHWAO,
521304,5213,แจ้ซ้อน,CHAE SON,
521305,5213,หัวเมือง,HUA MUEANG,
530101,5301,ท่าอิฐ,THA IT,
530102,5301,ท่าเสา,THA SAO,
530103,5301,บ้านเกาะ,BAN KO,
530104,5301,ป่าเซ่า,PA SAO,
530105,5301,คุ้งตะเภา,KHUNG TAPHAO,
530106,5301,วังกะพี้,WANG KAPHI,
530107,5301,หาดกรวด,HAT KRUAT,
530108,5301,น้ำริด,NAM RIT,
530109,5301,งิ้วงาม,NGIO NGAM,
530110,5301,บ้านด่านนาขาม,BAN DAN NA KHAM,
530111,5301,บ้านด่าน,BAN DAN,
530112,5301,ผาจุก,PHA CHUK,
530113,5301,วังดิน,WANG DIN,
530114,5301,แสนตอ,SAEN TO,
530115,5301,หาดงิ้ว,HAT NGIO,
530116,5301,ขุนฝาง,KHUN FANG,
530117,5301,ถ้ำฉลอง,THAM CHALONG,
530201,5302,วังแดง,WANG DAENG,
530202,5302,บ้านแก่ง,BAN KAENG,
530203,5302,หาดสองแคว,HAT SONG KHWAE,
530204,5302,น้ำอ่าง,NAM ANG,
530205,5302,ข่อยสูง,KHOI SUNG,
530301,5303,ท่าปลา,THA PLA,
530302,5303,หาดล้า,HAT LA,
530303,5303,ผาเลือด,PHA LUEAT,
530304,5303,จริม,CHARIM,
530305,5303,น้ำหมัน,NAM MAN,
530306,5303,ท่าแฝก,THA FAEK,
530307,5303,นางพญา,NANG PHAYA,
530308,5303,ร่วมจิต,RUAM CHIT,
530401,5304,แสนตอ,SAEN TO,
530402,5304,บ้านฝาย,BAN FAI,
530403,5304,เด่นเหล็ก,DEN LEK,
530404,5304,น้ำไคร้,NAM KHRAI,
530405,5304,น้ำไผ่,NAM PHAI,
530406,5304,ห้วยมุ่น,HUAI MUN,
530501,5305,ฟากท่า,FAK THA,
530502,5305,สองคอน,SONG KHON,
530503,5305,บ้านเสี้ยว,BAN SIAO,
530504,5305,สองห้อง,SONG HONG,
530601,5306,ม่วงเจ็ดต้น,MUANG CHET TON,
530602,5306,บ้านโคก,BAN KHOK,
530603,5306,นาขุม,NA KHUM,
530604,5306,บ่อเบี้ย,BO BIA,
530701,5307,ในเมือง,NAI MUEANG,
530702,5307,บ้านดารา,BAN DARA,
530703,5307,ไร่อ้อย,RAI OI,
530704,5307,ท่าสัก,THA SAK,
530705,5307,คอรุม,KHO RUM,
530706,5307,บ้านหม้อ,BAN MO,
530707,5307,ท่ามะเฟือง,THA MAFUEANG,
530708,5307,บ้านโคน,BAN KHON,
530709,5307,พญาแมน,PHAYA MAEN,
530710,5307,นาอิน,NA IN,
530711,5307,นายาง,NA YANG,
530801,5308,ศรีพนมมาศ,SI PHANOM MAT,
530802,5308,แม่พูล,MAE PHUN,
530803,5308,นานกกก,NA NOK KOK,
530804,5308,ฝายหลวง,FAI LUANG,
530805,5308,ชัยจุมพล,CHAI CHUMPHON,
530806,5308,ไผ่ล้อม,PHAI LOM,
530807,5308,ทุ่งยั้ง,THUNG YANG,
530808,5308,ด่านแม่คำมัน,DAN MAE KHAM MAN,
530901,5309,ผักขวง,PHAK KHUANG,
530902,5309,บ่อทอง,BO THONG,
530903,5309,ป่าคาย,PA KHAI,
530904,5309,น้ำพี้,NAMPHI,
540101,5401,ในเวียง,NAI WIANG,
540102,5401,นาจักร,NA CHAK,
540103,5401,น้ำชำ,NAM CHAM,
540104,5401,ป่าแดง,PA DAENG,
540105,5401,ทุ่งโฮ้ง,THUNG HONG,
540106,5401,เหมืองหม้อ,MUEANG MO,
540107,5401,วังธง,WANG THONG,
540108,5401,แม่หล่าย,MAE LAI,
540109,5401,ห้วยม้า,HUAI MA,
540110,5401,ป่าแมต,PA MAET,
540111,5401,บ้านถิ่น,BAN THIN,
540112,5401,สวนเขื่อน,SUAN KHUEAN,
540113,5401,วังหงส์,WANG HONG,
540114,5401,แม่คำมี,MAE KHAM MI,
540115,5401,ทุ่งกวาว,THUNG KWAO,
540116,5401,ท่าข้าม,THA KHAM,
540117,5401,แม่ยม,MAE YOM,
540118,5401,ช่อแฮ,CHO HAE,
540119,5401,ร่องฟอง,RONG FONG,
540120,5401,กาญจนา,KANCHANA,
540201,5402,ร้องกวาง,RONG KWANG,
540204,5402,ร้องเข็ม,RONG KHEM,
540205,5402,น้ำเลา,NAM LAO,
540206,5402,บ้านเวียง,BAN WIANG,
540207,5402,ทุ่งศรี,THUNG SI,
540208,5402,แม่ยางตาล,MAE YANG TAN,
540209,5402,แม่ยางฮ่อ,MAE YANG HO,
540210,5402,ไผ่โทน,PHAI THON,
540213,5402,ห้วยโรง,HUAI RONG,
540214,5402,แม่ทราย,MAE SAI,
540215,5402,แม่ยางร้อง,MAE YANG RONG,
540301,5403,ห้วยอ้อ,HUAI O,
540302,5403,บ้านปิน,BAN PIN,
540303,5403,ต้าผามอก,TA PHA MOK,
540304,5403,เวียงต้า,WIANG TA,
540305,5403,ปากกาง,PAK KANG,
540306,5403,หัวทุ่ง,HUA THUNG,
540307,5403,ทุ่งแล้ง,THUNG LAENG,
540308,5403,บ่อเหล็กลอง,BO LEK LONG,
540309,5403,แม่ปาน,MAE PAN,
540401,5404,สูงเม่น,SUNG MEN,
540402,5404,น้ำชำ,NAM CHAM,
540403,5404,หัวฝาย,HUA FAI,
540404,5404,ดอนมูล,DON MUN,
540405,5404,บ้านเหล่า,BAN LAO,
540406,5404,บ้านกวาง,BAN KWANG,
540407,5404,บ้านปง,BAN PONG,
540408,5404,บ้านกาศ,BAN KAT,
540409,5404,ร่องกาศ,RONG KAT,
540410,5404,สบสาย,SOP SAI,
540411,5404,เวียงทอง,WIANG THONG,
540412,5404,พระหลวง,PHRA LUANG,
540501,5405,เด่นชัย,DEN CHAI,
540502,5405,แม่จั๊วะ,MAE CHUA,
540503,5405,ไทรย้อย,SAI YOI,
540504,5405,ห้วยไร่,HUAI RAI,
540505,5405,ปงป่าหวาย,PONG PA WAI,
540601,5406,บ้านหนุน,BAN NUN,
540602,5406,บ้านกลาง,BAN KLANG,
540603,5406,ห้วยหม้าย,HUAI MAI,
540604,5406,เตาปูน,TAO PUN,
540605,5406,หัวเมือง,HUA MUEANG,
540606,5406,สะเอียบ,SA-IAP,
540607,5406,แดนชุมพล,DAEN CHUMPHON,
540608,5406,ทุ่งน้าว,THUNG NAO,
540701,5407,วังชิ้น,WANG CHIN,
540702,5407,สรอย,SOI,
540703,5407,แม่ป้าก,MAE PAK,
540704,5407,นาพูน,NA PHUN,
540705,5407,แม่พุง,MAE PHUNG,
540706,5407,ป่าสัก,PA SAK,
540707,5407,แม่เกิ๋ง,MAE KOENG,
540801,5408,แม่คำมี,MAE KHAM MI,
540802,5408,หนองม่วงไข่,NONG MUANG KHAI,
540803,5408,น้ำรัด,NAM RAT,
540804,5408,วังหลวง,WANG LUANG,
540805,5408,ตำหนักธรรม,TAMNAK THAM,
540806,5408,ทุ่งแค้ว,THUNG KHAEO,
550101,5501,ในเวียง,NAI WIANG,
550102,5501,บ่อ,BO,
550103,5501,ผาสิงห์,PHA SING,
550104,5501,ไชยสถาน,CHAIYA SATHAN,
550105,5501,ถืมตอง,THUEM TONG,
550106,5501,เรือง,RUEANG,
550107,5501,นาซาว,NA SAO,
550108,5501,ดู่ใต้,DU TAI,
550109,5501,กองควาย,KONG KHWAI,
550116,5501,สวก,SUAK,
550117,5501,สะเนียน,SANIAN,
550202,5502,หนองแดง,NONG DAENG,
550203,5502,หมอเมือง,MO MUEANG,
550204,5502,น้ำพาง,NAM PHANG,
550205,5502,น้ำปาย,NAM PAI,
550206,5502,แม่จริม,MAE CHARIM,
550301,5503,บ้านฟ้า,BAN FA,
550302,5503,ป่าคาหลวง,PA KHA LUANG,
550303,5503,สวด,SUAT,
550304,5503,บ้านพี้,BAN PHI,
550401,5504,นาน้อย,NA NOI,
550402,5504,เชียงของ,CHIANG KHONG,
550403,5504,ศรีษะเกษ,SISA KET,
550404,5504,สถาน,SATHAN,
550405,5504,สันทะ,SANTHA,
550406,5504,บัวใหญ่,BUA YAI,
550407,5504,น้ำตก,NAMTOK,
550501,5505,ปัว,PUA,
550502,5505,แงง,NGAENG,
550503,5505,สถาน,SATHAN,
550504,5505,ศิลาแลง,SILA LAENG,
550505,5505,ศิลาเพชร,SILA PHET,
550506,5505,อวน,OUAN,
550509,5505,ไชยวัฒนา,CHAI WATTHANA,
550510,5505,เจดีย์ชัย,CHEDI CHAI,
550511,5505,ภูคา,PHU KHA,
550512,5505,สกาด,SAKAT,
550513,5505,ป่ากลาง,PA KLANG,
550514,5505,วรนคร,WARA NAKHON,
550601,5506,ริม,RIM,
550602,5506,ป่าคา,PA KHA,
550603,5506,ผาตอ,PHA TO,
550604,5506,ยม,YOM,
550605,5506,ตาลชุม,TAN CHUM,
550606,5506,ศรีภูมิ,SI PHUM,
550607,5506,จอมพระ,CHOM PHRA,
550608,5506,แสนทอง,SAEN THONG,
550609,5506,ท่าวังผา,THA WANG PHA,
550610,5506,ผาทอง,PHA THONG,
550701,5507,กลางเวียง,KLANG WIANG,
550702,5507,ขึ่ง,KHUENG,
